latitude,longitude,date,crime_type,confidence_level,source
30.45864715496306,-63.37651892559677,2025-04-12,pollution,medium,satellite
-6.3148843024964805,-32.294375219121775,2024-06-28,poaching,high,news
-86.64217068413699,144.57629774462703,2022-06-16,poaching,medium,report
74.15801187144567,34.08907455836024,2023-11-26,logging,high,satellite
-66.12870116161355,179.25353095419638,2020-10-23,logging,high,news
-63.828609771000416,133.08954367743456,2024-04-02,logging,high,satellite
-33.72621359261687,176.57553774014423,2020-11-12,mining,medium,news
69.01551936339689,39.232207970252034,2020-08-09,poaching,high,satellite
50.05890778913192,-141.41913706636083,2020-03-20,pollution,low,news
-76.43249747422958,-135.28571028986963,2020-02-21,pollution,medium,report
43.770169461410916,-160.17638037540257,2025-01-27,logging,high,news
53.58507558552415,-2.6789591163091586,2022-04-12,pollution,low,news
-61.06932775045178,114.79379790431221,2023-08-24,mining,low,satellite
27.15018559273679,-15.948625364069244,2025-06-13,logging,low,satellite
-20.658823411617988,-154.10110999115818,2024-04-17,poaching,high,satellite
56.90223790009301,0.6072328596230534,2023-07-19,mining,high,satellite
-87.91713688537618,173.9932873663355,2025-03-31,pollution,medium,report
31.047384622817987,62.25817322899147,2023-08-17,logging,medium,satellite
-37.79500182319923,-21.400856184936345,2024-04-12,poaching,high,news
-76.36739084996114,-48.53043427504696,2022-07-24,pollution,high,report
22.570388874156578,2.3080975001360287,2023-09-12,pollution,medium,news
3.2150604461899377,152.52269666228523,2020-07-12,logging,medium,news
37.71980336410196,-62.36514600586486,2022-07-19,pollution,low,satellite
-47.43676907650277,-14.538358286839923,2022-10-27,mining,low,satellite
-84.17688110778118,-62.50057859296332,2021-03-19,pollution,low,satellite
-10.347128862359682,121.25689867978531,2024-06-07,poaching,medium,satellite
-10.992290647942056,4.063626679652543,2020-12-12,pollution,high,report
-25.09264381108639,-97.43785896450872,2021-09-22,mining,medium,satellite
47.74804799435222,60.88264974816397,2021-01-01,poaching,high,news
-67.61629311161334,29.428945273849507,2020-07-02,pollution,medium,report
40.46633060773604,-3.264825299295069,2024-06-17,mining,high,report
-48.02540958436016,-58.02238508082412,2021-11-23,mining,medium,news
32.41170386353909,-37.7835119534071,2023-10-13,mining,low,news
-18.70783765258416,-95.63259625482551,2024-06-15,pollution,medium,report
-72.27207379615338,160.81802773839217,2020-05-08,poaching,medium,report
-10.03835357027657,-18.25056560875484,2025-01-02,poaching,medium,report
84.81008640118426,73.15391256497657,2021-12-28,poaching,medium,news
-2.9291497528977857,-157.1047933852448,2021-10-20,poaching,medium,report
-61.854746128202784,77.55019394129494,2023-11-16,mining,medium,report
32.151797612885716,158.87725172742233,2024-12-09,mining,low,news
19.13794316364266,175.9006038425115,2023-04-29,poaching,low,report
69.63774994586672,-104.65410886501188,2023-12-22,pollution,high,news
57.576146953644695,-16.202785925542827,2023-03-11,poaching,high,satellite
28.688597606072236,-113.58390219253542,2024-01-08,logging,high,satellite
59.38030838783493,47.927333220845895,2025-01-29,logging,low,satellite
47.16194953613768,-107.1150184316615,2020-05-07,poaching,medium,satellite
74.28204800474481,-52.901224026890716,2024-12-20,poaching,low,report
-34.01923388243355,-104.75297312300174,2023-11-17,mining,medium,report
-23.069294938609687,163.77057631622716,2023-03-08,poaching,high,news
-7.71657597814891,176.5401608285357,2024-03-02,poaching,low,satellite
-21.435578842705326,-103.53304262203343,2024-10-02,poaching,low,news
-31.314490349387725,-60.936139975106826,2023-07-09,mining,medium,satellite
-39.07786433344556,-4.960604165208821,2023-12-12,poaching,high,news
-21.67453835482918,73.96540604728827,2022-03-11,pollution,medium,report
-15.743375018143851,-54.99764797481379,2025-01-13,pollution,low,report
55.8903869662951,11.263114450986563,2024-12-11,pollution,high,satellite
-85.69820685732697,-83.02720523998492,2023-04-11,logging,medium,report
-7.350180933617537,-163.6901267307811,2021-12-12,logging,high,news
34.270403731876925,-174.19462757230045,2025-01-08,pollution,high,report
-8.718961737545925,-170.6799112332307,2021-01-15,logging,low,report
33.22643741819081,7.53020166758688,2020-04-20,logging,low,news
76.47060552209271,-151.73172476190723,2022-05-01,pollution,high,news
34.69922834797063,18.490706373051836,2020-03-12,mining,medium,news
29.411111207021946,49.193584041810084,2021-01-16,poaching,medium,news
28.50706494365909,-50.72440923701927,2021-08-10,poaching,high,report
78.2526695102199,8.336311902443441,2021-02-12,mining,medium,satellite
-15.339310014650607,98.89908072341592,2020-08-06,pollution,low,news
-46.6104080540576,75.34549030358562,2023-04-12,logging,medium,satellite
44.63647691174151,65.5315706452379,2021-06-12,pollution,low,news
89.06112369194756,133.15009064279553,2023-05-22,logging,low,satellite
79.22039803275004,56.29051549204527,2024-05-13,mining,high,report
73.35087061376947,29.457193990234174,2021-07-30,poaching,medium,satellite
35.01790257401845,105.52888028038774,2022-09-20,poaching,high,satellite
-33.265036998812114,-173.30551571206882,2020-06-05,pollution,medium,report
-0.12183845778105251,-0.6129541019521696,2022-02-22,pollution,low,satellite
79.81600473457164,40.64294603924964,2023-02-24,pollution,medium,news
-10.597042731812934,35.00112074091399,2020-08-16,pollution,medium,news
85.19807194902756,-13.896073887441673,2022-04-08,mining,medium,news
-4.749911559565845,160.68097758844976,2023-01-01,logging,low,report
26.853001583575747,-67.12021947085819,2022-07-30,logging,high,report
-63.846400390092484,-68.36663866680944,2020-07-28,poaching,high,report
61.941650739764356,34.09391704660223,2020-06-04,poaching,high,report
82.20522890992831,53.25863460807412,2023-12-20,pollution,medium,report
9.75898769101211,-162.2238442803229,2022-08-18,poaching,low,satellite
74.65898311903092,166.6904410803466,2021-10-11,mining,low,satellite
9.891102330386573,136.68029167208476,2022-02-28,logging,low,news
20.484936344792345,47.09668053576553,2025-03-22,poaching,high,news
-66.86546806684534,-83.88968927734649,2023-11-24,poaching,high,report
11.501752843679299,-141.50445354386437,2020-10-17,poaching,low,satellite
-13.334752782131886,170.40165127256637,2021-12-07,pollution,high,news
-4.457718503525172,104.15432106608642,2024-07-09,logging,medium,satellite
-69.63702769279683,-159.9747360535714,2020-07-11,logging,medium,report
-77.55666837333783,-149.05652578003063,2024-12-15,poaching,medium,report
68.56719609374491,-36.6065339761669,2024-08-21,pollution,high,satellite
41.8727960632269,-147.74923199607673,2023-04-16,pollution,low,report
-20.031472070176136,31.80255369078884,2021-08-22,poaching,high,satellite
30.702812329445763,53.42164051862824,2022-11-27,poaching,medium,report
39.10477013831121,-36.15366578324574,2024-10-28,pollution,low,satellite
82.10061410691384,-32.0558813905248,2023-10-11,poaching,high,satellite
86.78433655378763,48.889753182937085,2023-09-01,mining,high,news
14.228216905588496,117.2950928162885,2021-08-19,mining,low,news
30.149947352254188,-131.19059072725568,2021-05-04,mining,high,satellite
-52.9068545770751,-43.721241617546696,2020-04-19,logging,medium,news
-71.22360989532805,-115.62676631885314,2023-04-21,mining,medium,satellite
-58.48523238538948,-67.53560596775712,2020-02-03,poaching,low,satellite
61.442585217491086,20.705509003142993,2024-08-15,mining,low,satellite
-3.727355199726148,121.37782612762709,2020-05-06,mining,low,news
-41.39380386053575,100.67197068561899,2024-12-08,poaching,low,news
-70.62775792698125,-25.078839020455973,2020-01-06,mining,high,satellite
-73.51583012628328,-31.540869594601048,2020-04-26,pollution,medium,news
76.46410324638208,-60.79589636503496,2021-10-01,logging,medium,report
46.21293359942641,156.9118962336965,2020-12-02,poaching,medium,satellite
-82.60042563879651,152.73477280148506,2022-12-29,mining,medium,report
85.59371622263302,-0.7312007429994196,2024-12-24,pollution,medium,report
-70.79856785146328,-63.200512013830775,2022-09-16,logging,high,news
-2.4387105446943877,85.03902931490177,2025-02-12,logging,high,report
31.710493819496236,-121.81572235490188,2020-07-09,logging,low,news
-34.62791745893777,-155.51276490645125,2022-10-25,pollution,low,report
32.31829864435366,38.876499894779386,2022-09-01,pollution,medium,satellite
-88.10980837600508,157.01791584590904,2022-10-15,poaching,low,news
37.33238927819828,-97.8319141366644,2024-10-21,logging,low,news
-71.62248391046657,-55.8697757252788,2022-06-08,mining,medium,satellite
-75.306573978845,51.50795618819049,2021-08-13,logging,low,satellite
-49.954145861392966,49.694351862868416,2024-10-13,mining,high,report
81.26182194883293,-52.96075419139585,2020-11-10,poaching,high,news
30.304226990470383,144.80950191753175,2025-02-17,pollution,high,news
89.89776582944961,95.49178727172159,2023-09-19,poaching,high,report
-14.188844471887023,-179.47982993729767,2021-03-09,mining,low,report
55.75028835892016,123.40338090023909,2024-05-08,mining,high,satellite
88.9489007627592,-5.283480672840653,2022-05-20,poaching,high,news
83.30426027263866,157.5044567118212,2024-12-05,mining,high,report
43.18519711018638,135.40782969930683,2023-10-29,logging,high,satellite
22.20406271075028,-178.53857652118242,2022-08-11,logging,high,satellite
-89.07893029567268,-111.29609149804729,2023-04-19,logging,medium,report
-21.12942278912982,-152.356279534004,2023-10-08,logging,high,news
74.97022354882651,-110.43432868455419,2024-11-23,pollution,low,news
-34.50204974154961,3.0881981012053927,2020-04-25,pollution,high,report
10.110940801391962,-6.356595560646838,2024-10-01,pollution,low,satellite
-35.00758186608208,121.05985435831445,2022-10-23,mining,medium,report
-10.363905418561416,-53.78240912886217,2021-08-25,poaching,high,report
73.1415378549581,153.03242189023092,2022-06-23,poaching,low,report
-19.346186211240294,-6.485999975343475,2023-11-07,mining,medium,news
-9.988954741387957,59.66650228125917,2024-06-23,mining,high,satellite
-1.1293990859181378,148.91820309531096,2025-03-05,logging,medium,report
72.07033778841304,112.90738510044048,2020-06-02,mining,low,report
49.248959691985846,124.87565322327862,2021-03-23,pollution,high,report
5.105847190799679,-169.9621502387103,2024-11-12,pollution,high,report
-74.27333553032506,121.07246593991323,2022-07-15,pollution,medium,report
-15.53669015829584,-105.8394983938548,2022-10-19,poaching,high,report
46.66535308566927,-132.9154037840604,2022-09-05,poaching,high,satellite
22.33659616440916,-158.41443987015333,2024-04-11,mining,high,news
-34.48417559788061,65.9485291418269,2021-07-09,poaching,medium,report
42.46505925631706,150.84385277684072,2020-01-12,logging,low,news
-85.6613183400969,-30.629882836822702,2024-06-15,mining,low,satellite
13.334134831697526,-108.18003220014259,2023-06-03,poaching,low,news
-39.15741045187442,-138.67527502266174,2025-04-17,logging,medium,report
-69.7561623142157,92.7040233268192,2021-11-15,poaching,low,satellite
41.72434379771511,61.67803291794132,2020-04-20,poaching,medium,news
11.568761499012894,-79.10480685169998,2021-08-02,poaching,low,satellite
-67.39223570249949,5.60471816606011,2024-11-26,logging,high,satellite
51.97016160023907,57.74986186535952,2022-04-30,poaching,high,news
-70.34811810259745,-149.12835808043275,2023-03-28,poaching,low,satellite
-42.84367436757188,-18.38469488143025,2020-09-06,mining,low,satellite
-50.078019380370804,-64.95084626115424,2022-03-07,poaching,low,satellite
1.23028459548037,132.98988000255798,2020-12-30,pollution,low,news
-12.46586149232482,54.99654218068909,2020-09-21,mining,high,report
9.513245350280982,-159.77092426876712,2022-04-12,poaching,low,news
81.61549290601033,-21.20297177360004,2025-03-19,mining,low,report
-0.5582679597133904,18.16548554002182,2023-06-16,poaching,medium,satellite
50.37285123931915,-41.4851746358909,2020-03-12,mining,medium,report
-29.447999075399316,140.4700405735528,2020-01-29,mining,low,news
15.872740415609229,-11.212504162331385,2022-02-25,logging,high,satellite
-81.41741027487333,-154.31576701213288,2023-05-14,logging,high,satellite
24.013648568443116,152.47435944922825,2020-04-22,mining,high,news
-53.69371149685693,176.51358700539726,2023-06-22,poaching,high,satellite
-14.14342819851683,-159.97594014250666,2023-04-17,mining,high,report
-11.926521842586538,-11.063087714110424,2023-08-01,mining,low,satellite
-6.890476049903555,-16.908332985261296,2024-12-04,logging,high,report
61.20668359749169,173.36675029684505,2024-12-23,poaching,high,satellite
24.07988948332573,-59.85957903716739,2022-12-13,pollution,high,report
79.99304170171854,-1.0708704965943525,2024-06-30,pollution,medium,report
37.96666513762062,164.4864549934324,2021-10-21,pollution,low,satellite
-41.910638040587784,55.74911120725895,2021-01-28,pollution,low,satellite
-21.345145222196678,59.93377409384067,2022-06-28,logging,low,satellite
78.61878427752416,-97.23506359148531,2025-01-03,logging,low,satellite
-76.65920239414683,-178.53774078369008,2020-11-08,logging,medium,report
-12.150163664544351,-96.03629946330716,2022-09-24,poaching,medium,news
-10.799534443020008,77.19869151192017,2021-12-14,mining,high,satellite
26.45121336235799,-164.3706727830336,2022-11-21,pollution,low,satellite
88.9772722489968,96.75591811113145,2021-02-24,mining,medium,news
37.23935243058223,-52.38628915687643,2024-05-28,mining,medium,satellite
40.64334094642501,87.07653777400486,2022-08-26,pollution,low,satellite
-75.82125511893707,172.5528305141894,2022-08-14,poaching,medium,satellite
67.25124571003352,-165.04448721129518,2025-01-21,pollution,medium,report
40.48746179071679,4.76619294194154,2024-02-22,logging,medium,report
13.279760545992744,-33.05332729675766,2023-01-27,poaching,medium,news
31.15763537507617,-88.62144654686828,2024-06-28,poaching,high,report
62.722598859693875,61.28659580448212,2024-10-22,mining,low,news
-54.45174643824394,-22.62711587785384,2021-05-01,pollution,medium,news
-83.24928798128839,94.79305765388568,2024-07-08,logging,low,report
-21.617135612486678,24.145143296524793,2020-06-11,poaching,medium,satellite
63.83943861261895,-10.744326840059728,2021-04-04,pollution,medium,report
10.856483997643593,-72.24272948638871,2020-11-20,pollution,high,satellite
5.445134838411391,54.94328311664401,2022-07-12,mining,high,report
-30.655088177434884,-19.54355576758229,2023-05-06,poaching,medium,satellite
-55.0351201477238,26.233926623048177,2021-03-01,mining,low,news
-87.69823240964719,22.264867009551153,2023-09-28,poaching,low,satellite
-72.20512753139293,-146.98600875995274,2021-06-20,pollution,low,satellite
-1.574109601100858,-80.04007160159291,2020-12-31,pollution,medium,report
-34.6379409473638,-26.863793225483732,2023-06-15,poaching,medium,satellite
13.536143476529404,92.13869493795949,2022-02-23,logging,medium,satellite
82.4839303985193,127.88026479270314,2024-11-30,mining,high,report
38.1931210104124,-61.51577906767254,2020-01-11,mining,medium,satellite
17.598955934667288,-83.35485952214289,2020-03-28,pollution,medium,satellite
2.194525757976436,-117.45217882838764,2024-12-01,poaching,medium,report
76.21069799649706,4.889929984310385,2024-04-26,poaching,low,satellite
31.941395970632627,79.88064028911094,2022-02-22,mining,medium,news
-83.96859606988842,76.41193818897352,2021-05-29,mining,low,news
-42.80102059346542,-160.51572086408214,2023-06-12,pollution,low,report
43.86597736048424,-26.396144049295543,2020-12-15,pollution,low,satellite
-20.037966191512382,-154.6738731681074,2022-08-31,pollution,high,news
-31.396747920018306,-37.25810157442635,2022-07-19,logging,medium,satellite
23.183638544351993,-28.359389672411112,2023-04-09,logging,medium,satellite
22.909369991643942,-128.44997342402556,2020-10-26,poaching,high,news
-86.01022719650858,130.08134435574624,2024-03-10,poaching,high,report
-37.76378701204972,-47.2457951625168,2024-04-10,logging,low,report
43.74367440398683,121.2346886896861,2024-07-25,mining,low,report
-46.452382324853275,-23.13230041409267,2023-11-25,logging,medium,satellite
-86.6620922588194,36.94782006102298,2024-07-23,logging,high,satellite
-29.711989776117186,125.4690463434361,2022-02-04,mining,low,satellite
58.80325783165142,119.16140849270664,2022-01-21,mining,low,satellite
18.73101330295195,-31.136316351032548,2024-01-09,pollution,medium,report
88.32874869981737,20.283179411064026,2021-03-06,poaching,low,report
-72.50799778933703,-67.89323044151264,2024-09-20,poaching,medium,news
19.04307369688175,-170.45893621365892,2021-06-05,poaching,high,news
-68.59728170596509,-124.32582688072127,2022-01-20,logging,medium,satellite
-1.8489042411869008,99.4762415563053,2024-08-18,mining,low,report
84.84829181776487,-96.92800981460515,2024-06-02,poaching,high,news
-65.59374491465262,-169.2299843041922,2024-10-09,logging,low,satellite
44.078966860613804,-19.35307309142624,2020-09-22,poaching,high,satellite
76.12365409243938,156.48697919857608,2020-10-06,logging,high,news
-85.66152143076974,52.12240998652919,2022-02-27,poaching,medium,report
4.198697657786326,1.2852807172578764,2024-10-09,mining,medium,satellite
47.13518575421293,-119.39732043364828,2023-12-21,mining,medium,satellite
-24.718466277762488,-55.457333334612755,2022-03-28,poaching,low,satellite
34.53451855811589,-136.0167446733323,2023-07-19,mining,medium,report
-20.042300825832214,-49.28645575488878,2020-11-10,mining,medium,satellite
-55.05082032817416,64.76363492459367,2022-02-15,pollution,medium,report
-57.576930068826826,-29.036804792122155,2025-04-22,mining,medium,report
16.12976691499709,-4.346120112295495,2020-01-18,mining,high,report
-84.83266435542978,-112.77252244421379,2023-09-10,mining,medium,news
79.24063113610296,11.984461059409227,2023-10-19,pollution,medium,news
-79.27698676376566,122.6326814611379,2023-10-21,mining,medium,news
-70.09900899721815,-159.7405395386956,2023-04-03,pollution,high,satellite
-77.72287449996782,-123.70810979521364,2021-10-19,mining,medium,news
-2.337466965506522,165.5443939362508,2023-11-19,pollution,medium,report
-63.75477006559875,-13.64558053731875,2020-04-29,mining,medium,satellite
-13.5989496801663,-157.27502622227854,2023-12-03,logging,high,satellite
-6.331382822331108,22.346645295993483,2021-01-29,poaching,high,news
-83.05574398596275,90.31561498330552,2024-09-04,poaching,medium,news
0.5701350675934123,-88.75808584249057,2020-08-19,pollution,high,report
82.67340274086214,6.5418489700299745,2020-11-01,pollution,medium,report
22.88170739658686,75.42824230595059,2022-07-25,logging,high,report
-30.79036273251068,-36.516270793600285,2022-10-27,mining,low,report
-0.8793820676881268,-53.64573081560084,2020-12-04,pollution,high,news
40.45291120808304,-174.33248442081756,2022-12-07,poaching,medium,news
-7.877307410394138,40.01812600092936,2024-05-13,poaching,low,satellite
31.66787925662409,11.92706102188859,2021-09-14,mining,high,report
64.17151719603888,129.74916422813368,2025-03-14,pollution,medium,report
-77.92364245790375,71.0975589195167,2023-08-05,mining,high,satellite
5.5635630496457225,3.83206255594294,2025-05-14,mining,medium,satellite
29.025613957780934,170.73901829590005,2020-07-05,poaching,high,satellite
84.66558072774887,3.0749629075802716,2025-02-22,pollution,medium,report
-39.23434995945631,129.40982468349665,2020-02-28,poaching,low,news
-15.429546535722992,-126.80676011922112,2021-09-29,poaching,high,news
-53.65393212009868,-157.25226893538968,2023-09-09,logging,high,report
9.219190474929917,-70.99376961818513,2022-08-02,pollution,low,satellite
-22.611092941801587,35.028727649469545,2021-07-30,mining,high,news
40.84328441767019,-130.71629552942173,2023-08-18,pollution,medium,satellite
38.84837507169047,23.365694994588978,2025-06-03,mining,low,satellite
-0.2972211589026017,59.31349812041776,2021-11-03,poaching,medium,report
3.5105399472764276,-29.03943962000315,2022-04-29,mining,low,news
74.76503624789532,-26.229583621770843,2022-03-04,poaching,low,report
1.7560016191658008,-156.58435604146607,2022-07-19,logging,high,news
-72.5164459682675,142.36062464874124,2022-10-23,logging,low,news
-73.25913086654691,-130.5386001480251,2023-11-21,mining,low,satellite
-46.53867625880088,79.67694505651338,2023-02-24,poaching,medium,satellite
-14.159148837744667,-76.09658493202966,2020-02-14,logging,high,news
80.66406085311638,-86.27150851877668,2021-07-02,pollution,low,satellite
5.553039574453408,20.398203462857538,2024-03-29,poaching,low,report
43.878645541270686,-145.14600906877826,2020-11-05,logging,low,report
-57.85601885932285,-62.80726940362145,2024-02-12,pollution,low,report
23.65338689635216,178.54959617739843,2020-02-15,poaching,medium,satellite
-19.242458541910338,-39.70795632803481,2020-01-23,logging,high,satellite
75.47315257908073,165.39788236190338,2023-10-29,logging,low,report
63.05971869051419,-81.57556551499135,2023-01-19,mining,high,news
68.1201277309062,-10.327892826150759,2020-01-25,poaching,medium,satellite
10.492685114422997,138.11291637271836,2022-10-17,poaching,high,news
-87.97879316808336,92.92224486662815,2021-04-25,logging,low,satellite
10.473259152759596,-76.95347067098096,2022-04-29,mining,low,satellite
14.458420176818578,21.443635886550396,2020-09-08,logging,high,news
2.4971931840911736,83.08943979680743,2023-05-22,poaching,low,satellite
68.20204265721799,153.94452808796177,2023-12-20,logging,medium,satellite
-85.12703508332797,-140.96859200197008,2023-01-06,pollution,medium,satellite
-58.04659433660447,70.69678275419918,2024-06-06,mining,high,satellite
5.577511982747708,56.149821365304575,2022-08-14,mining,low,report
74.33663797104046,173.9893849177007,2025-03-24,logging,high,satellite
25.44592058328989,-136.9456568071767,2025-05-13,pollution,low,news
-10.260887652359997,61.80594556777575,2020-12-10,pollution,low,satellite
-11.534735396010703,-60.04123417344306,2023-10-24,mining,low,news
-60.964570521624495,142.45463525492124,2024-08-11,pollution,medium,report
71.94098123251328,-135.29742829713783,2020-09-25,poaching,medium,news
-81.1172856937517,-77.73841493509501,2023-06-14,mining,high,news
29.169597173759584,174.04060932994736,2022-07-17,pollution,high,news
-6.488003838632068,73.03605067723774,2025-01-11,poaching,medium,satellite
-50.71101194003149,-20.04949813291276,2021-03-16,mining,medium,news
-2.292854829907526,-97.09677623074018,2021-08-25,poaching,medium,news
-85.49656983490435,86.8563595430453,2022-07-19,pollution,medium,news
88.10900287813524,156.99140009142866,2024-01-18,poaching,low,news
-46.73084626198419,-108.93888343348313,2021-11-25,pollution,low,report
87.46530633491639,100.16055634294662,2021-02-10,poaching,low,satellite
60.928249066404305,5.319811308333783,2024-09-27,mining,medium,satellite
-22.087329151898288,-131.93345426044124,2020-06-18,pollution,medium,satellite
-35.50994366118944,-149.0031956585276,2024-09-14,poaching,medium,news
82.46706754012592,56.21011881066261,2024-04-07,mining,high,report
48.00526363224046,2.8139870844535437,2024-06-09,mining,high,news
17.374223708046358,27.10370470199183,2021-12-20,mining,low,report
85.72939345153682,108.4163780538529,2020-12-22,mining,low,report
58.20865006010234,96.65053831739925,2021-06-05,logging,high,report
55.00165581288243,-178.2907960658822,2022-06-11,mining,medium,news
18.653926167457,26.100718618828836,2021-12-02,poaching,low,report
53.83425401152988,-48.218407097595815,2025-01-22,poaching,high,satellite
77.08641717786634,-89.17316450546707,2024-10-07,poaching,low,news
-30.56340591733423,54.60466524281969,2021-09-01,mining,low,report
40.735483229530104,172.94890691858944,2020-10-21,mining,low,report
-86.98911815934115,-39.84655275981865,2024-02-20,logging,high,report
26.45109768688083,-133.19278425819437,2024-10-08,pollution,medium,news
-15.438459536182407,156.40672468909366,2021-04-16,poaching,medium,satellite
-75.37871964372826,45.385958061578464,2022-09-27,logging,medium,news
61.86980931070252,165.69991474231995,2025-03-30,logging,high,news
77.66511920277341,42.033071310027736,2020-06-15,mining,low,news
33.549573753064294,-110.13401127479194,2021-09-20,poaching,low,report
-11.017007409222103,-128.44737802218287,2023-01-07,pollution,high,report
74.3245578852623,37.149892185248575,2023-05-31,mining,high,satellite
17.035939256473142,47.24910131650344,2022-08-16,mining,high,report
-46.71273267228958,-109.19354086332301,2022-03-25,pollution,high,report
61.61428031524602,-32.543853743741465,2025-02-06,pollution,low,satellite
53.55326940429768,-167.13428480673718,2022-05-12,logging,low,news
15.991185673267609,3.9122986409142015,2020-05-25,pollution,high,news
24.48768990308669,91.0645062637484,2021-06-14,mining,low,news
-24.261486310076435,-111.78103726624558,2022-04-27,poaching,high,news
